station_flow_id,year,station_id,station_name,morning_entries,morning_exits,midday_entries,midday_exits,evening_entries,evening_exits,night_entries,night_exits,total_entries,total_exits,total_flow,morning_total_flow,midday_total_flow,evening_total_flow,night_total_flow,peak_total_flow,entry_exit_imbalance,bottleneck_score,stop_lat,stop_lon,region,pressure_category
2022_bardwell_park,2022,bardwell_park,Bardwell Park Station,0,0,0,0,0,0,0,0,760,700,1460,0,0,0,0,0,60,0.0,-33.93141993,151.12526266,Northern Sydney,Low Peak Pressure
2022_bathurst,2022,bathurst,Bathurst Station,0,0,0,0,0,0,0,0,60,50,110,0,0,0,0,0,10,0.0,-33.42559763,149.5831806,Western Sydney,Low Peak Pressure
2022_beecroft,2022,beecroft,Beecroft Station,510,130,180,170,230,490,70,170,990,960,1950,640,350,720,240,1360,30,0.6974358974358974,-33.74927233,151.06660668,Southern Sydney,Medium Peak Pressure
2022_bella_vista,2022,bella_vista,Bella Vista Station,870,340,300,250,510,880,150,320,1830,1790,3620,1210,550,1390,470,2600,40,0.7182320441988951,-33.73056616,150.94401959,Western Sydney,High Peak Pressure
2022_bellambi,2022,bellambi,Bellambi Station,0,0,0,0,0,0,0,0,80,60,140,0,0,0,0,0,20,0.0,-34.36264805,150.91011528,Western Sydney,Low Peak Pressure
2022_belmore,2022,belmore,Belmore Station,810,170,400,320,330,810,240,370,1780,1670,3450,980,720,1140,610,2120,110,0.6144927536231884,-33.91722531,151.08841509,Northern Sydney,Medium Peak Pressure
2022_berala,2022,berala,Berala Station,650,80,320,260,190,690,150,250,1310,1280,2590,730,580,880,400,1610,30,0.6216216216216216,-33.87178351,151.03252488,Western Sydney,Medium Peak Pressure
2022_beresfield,2022,beresfield,Beresfield Station,0,0,0,0,0,0,0,0,130,120,250,0,0,0,0,0,10,0.0,-32.79929092,151.6582626,Eastern Sydney,Low Peak Pressure
2022_berowra,2022,berowra,Berowra Station,620,70,120,100,130,540,40,130,910,840,1750,690,220,670,170,1360,70,0.7771428571428571,-33.62338518,151.15323454,Southern Sydney,High Peak Pressure
2022_berry,2022,berry,Berry Station,0,0,0,0,0,0,0,0,50,50,100,0,0,0,0,0,0,0.0,-34.78030845,150.696616,Western Sydney,Low Peak Pressure
2022_beverly_hills,2022,beverly_hills,Beverly Hills Station,650,130,250,150,240,590,140,300,1280,1170,2450,780,400,830,440,1610,110,0.6571428571428571,-33.94912063,151.08086032,Northern Sydney,Medium Peak Pressure
2022_bexley_north,2022,bexley_north,Bexley North Station,440,50,140,90,110,400,80,190,770,730,1500,490,230,510,270,1000,40,0.6666666666666666,-33.93750842,151.11377376,Northern Sydney,Medium Peak Pressure
2022_birrong,2022,birrong,Birrong Station,400,70,170,110,100,370,60,150,730,700,1430,470,280,470,210,940,30,0.6573426573426573,-33.89258874,151.02427803,Western Sydney,Medium Peak Pressure
2022_blackheath,2022,blackheath,Blackheath Station,0,0,0,0,0,0,0,0,110,110,220,0,0,0,0,0,0,0.0,-33.63374163,150.28438143,Western Sydney,Low Peak Pressure
2022_blacktown,2022,blacktown,Blacktown Station,3840,2610,2820,2560,3290,4480,1420,2180,11370,11830,23200,6450,5380,7770,3600,14220,-460,0.6129310344827587,-33.76854404,150.90708043,Western Sydney,Medium Peak Pressure
2022_blaxland,2022,blaxland,Blaxland Station,0,0,0,0,0,0,0,0,390,350,740,0,0,0,0,0,40,0.0,-33.74374219,150.60978672,Western Sydney,Low Peak Pressure
2022_bomaderry,2022,bomaderry,Bomaderry Station,0,0,0,0,0,0,0,0,220,160,380,0,0,0,0,0,60,0.0,-34.85383874,150.6097542,Western Sydney,Low Peak Pressure
2022_bondi_junction,2022,bondi_junction,Bondi Junction Station,6530,4250,3160,3420,5400,6520,1820,2400,16910,16590,33500,10780,6580,11920,4220,22700,320,0.6776119402985075,-33.89119702,151.24837675,Eastern Sydney,Medium Peak Pressure
2022_bowral,2022,bowral,Bowral Station,0,0,0,0,0,0,0,0,150,110,260,0,0,0,0,0,40,0.0,-34.47817984,150.41663309,Western Sydney,Low Peak Pressure
2022_broadmeadow,2022,broadmeadow,Broadmeadow Station,230,110,170,130,150,180,80,90,630,510,1140,340,300,330,170,670,120,0.5877192982456141,-32.92272405,151.73499102,Eastern Sydney,Medium Peak Pressure
2022_bulli,2022,bulli,Bulli Station,0,0,0,0,0,0,0,0,120,100,220,0,0,0,0,0,20,0.0,-34.33443113,150.91475593,Western Sydney,Low Peak Pressure
2022_burwood,2022,burwood,Burwood Station,3810,2380,3260,3210,4040,5130,2050,2800,13160,13520,26680,6190,6470,9170,4850,15360,-360,0.5757121439280359,-33.87710168,151.10385716,Northern Sydney,Medium Peak Pressure
2022_cabramatta,2022,cabramatta,Cabramatta Station,2100,660,1630,1560,1140,2100,630,1060,5500,5380,10880,2760,3190,3240,1690,6000,120,0.5514705882352942,-33.89474039,150.93887636,Western Sydney,Medium Peak Pressure
2022_camellia,2022,camellia,Camellia Station,0,0,0,0,0,0,0,0,60,50,110,0,0,0,0,0,10,0.0,,,Unmatched / Unknown,Low Peak Pressure
2022_campbelltown,2022,campbelltown,Campbelltown Station,2240,610,700,680,810,2260,790,860,4540,4410,8950,2850,1380,3070,1650,5920,130,0.6614525139664804,-34.06355569,150.81463149,Western Sydney,Medium Peak Pressure
2022_campsie,2022,campsie,Campsie Station,2220,570,1430,1220,1150,2410,780,1370,5580,5570,11150,2790,2650,3560,2150,6350,10,0.5695067264573991,-33.91043503,151.10345755,Northern Sydney,Medium Peak Pressure
2022_canley_vale,2022,canley_vale,Canley Vale Station,850,140,380,270,310,780,220,430,1760,1620,3380,990,650,1090,650,2080,140,0.6153846153846154,-33.88732821,150.94353766,Western Sydney,Medium Peak Pressure
2022_canterbury,2022,canterbury,Canterbury Station,920,180,420,230,360,780,180,480,1880,1670,3550,1100,650,1140,660,2240,210,0.6309859154929578,-33.91208682,151.11873137,Northern Sydney,Medium Peak Pressure
2022_cardiff,2022,cardiff,Cardiff Station,220,60,140,120,90,200,100,80,550,460,1010,280,260,290,180,570,90,0.5643564356435643,-32.94142086,151.66266152,Eastern Sydney,Medium Peak Pressure
2022_caringbah,2022,caringbah,Caringbah Station,920,490,430,360,610,810,170,290,2130,1950,4080,1410,790,1420,460,2830,180,0.6936274509803921,-34.04157831,151.12202571,Northern Sydney,Medium Peak Pressure
2022_carlingford,2022,carlingford,Carlingford Station,0,0,0,0,0,0,0,0,50,50,100,0,0,0,0,0,0,0.0,,,Unmatched / Unknown,Low Peak Pressure
2022_carlton,2022,carlton,Carlton Station,1010,100,370,260,250,880,170,440,1800,1680,3480,1110,630,1130,610,2240,120,0.6436781609195402,-33.96824293,151.12450153,Northern Sydney,Medium Peak Pressure
2022_carramar,2022,carramar,Carramar Station,0,0,0,0,0,0,0,0,420,340,760,0,0,0,0,0,80,0.0,-33.88445193,150.96098356,Western Sydney,Low Peak Pressure
2022_castle_hill,2022,castle_hill,Castle Hill Station,1000,1180,870,900,1640,1590,400,430,3910,4100,8010,2180,1770,3230,830,5410,-190,0.6754057428214731,-33.73162575,151.00728849,Western Sydney,Medium Peak Pressure
2022_casula,2022,casula,Casula Station,0,0,0,0,0,0,0,0,260,210,470,0,0,0,0,0,50,0.0,-33.95021052,150.91182891,Western Sydney,Low Peak Pressure
2022_central,2022,central,Central Station,6820,25640,11240,14230,26390,13280,13430,6570,57880,59720,117600,32460,25470,39670,20000,72130,-1840,0.6133503401360544,-33.88402424,151.20620308,Sydney CBD,Medium Peak Pressure
2022_chatswood,2022,chatswood,Chatswood Station,3660,6440,4170,4700,8590,6500,2880,2320,19300,19960,39260,10100,8870,15090,5200,25190,-660,0.6416199694345389,-33.79723668,151.18093364,Southern Sydney,Medium Peak Pressure
2022_cheltenham,2022,cheltenham,Cheltenham Station,0,0,0,0,0,0,0,0,980,700,1680,0,0,0,0,0,280,0.0,-33.75561151,151.07845967,Southern Sydney,Low Peak Pressure
2022_cherrybrook,2022,cherrybrook,Cherrybrook Station,1480,280,420,310,660,1320,120,610,2680,2520,5200,1760,730,1980,730,3740,160,0.7192307692307692,-33.73665917,151.03199446,Western Sydney,High Peak Pressure
2022_chester_hill,2022,chester_hill,Chester Hill Station,300,130,200,140,200,300,80,120,780,690,1470,430,340,500,200,930,90,0.6326530612244898,-33.8836589,151.0002517,Western Sydney,Medium Peak Pressure
2022_circular_quay,2022,circular_quay,Circular Quay Station,1200,5650,2670,4030,7190,8400,13830,5710,24890,23790,48680,6850,6700,15590,19540,22440,1100,0.4609695973705834,-33.86135094,151.21081302,Sydney CBD,Low Peak Pressure
2022_clarendon,2022,clarendon,Clarendon Station,0,0,0,0,0,0,0,0,50,40,90,0,0,0,0,0,10,0.0,-33.60858478,150.78789489,Western Sydney,Low Peak Pressure
2022_clyde,2022,clyde,Clyde Station,210,240,170,120,290,220,100,170,770,750,1520,450,290,510,270,960,20,0.631578947368421,-33.83595319,151.01694198,Western Sydney,Medium Peak Pressure
2022_como,2022,como,Como Station,0,0,0,0,0,0,0,0,460,370,830,0,0,0,0,0,90,0.0,-34.00461939,151.06824108,Northern Sydney,Low Peak Pressure
2022_concord_west,2022,concord_west,Concord West Station,740,280,280,200,370,670,130,310,1520,1460,2980,1020,480,1040,440,2060,60,0.6912751677852349,-33.84860505,151.08562376,Northern Sydney,Medium Peak Pressure
2022_coniston,2022,coniston,Coniston Station,0,0,0,0,0,0,0,0,150,140,290,0,0,0,0,0,10,0.0,-34.43783563,150.88520162,Western Sydney,Low Peak Pressure
2022_corrimal,2022,corrimal,Corrimal Station,0,0,0,0,0,0,0,0,110,80,190,0,0,0,0,0,30,0.0,-34.3755701,150.90502206,Western Sydney,Low Peak Pressure
2022_cronulla,2022,cronulla,Cronulla Station,630,280,440,450,390,610,180,220,1640,1560,3200,910,890,1000,400,1910,80,0.596875,-34.05578475,151.15149843,Northern Sydney,Medium Peak Pressure
2022_croydon,2022,croydon,Croydon Station,940,230,320,230,450,790,110,340,1820,1590,3410,1170,550,1240,450,2410,230,0.7067448680351907,-33.88307479,151.11520613,Northern Sydney,High Peak Pressure
2022_dapto,2022,dapto,Dapto Station,0,0,0,0,0,0,0,0,350,310,660,0,0,0,0,0,40,0.0,-34.49301276,150.79168664,Western Sydney,Low Peak Pressure
2022_denistone,2022,denistone,Denistone Station,0,0,0,0,0,0,0,0,350,320,670,0,0,0,0,0,30,0.0,-33.79962625,151.08692825,Southern Sydney,Low Peak Pressure
2022_domestic,2022,domestic,Domestic Station,1710,1890,2290,1810,1790,1820,1440,590,7230,6110,13340,3600,4100,3610,2030,7210,1120,0.54047976011994,,,Unmatched / Unknown,Medium Peak Pressure
2022_doonside,2022,doonside,Doonside Station,1090,120,320,260,250,950,210,350,1870,1680,3550,1210,580,1200,560,2410,190,0.6788732394366197,-33.76389763,150.86869678,Western Sydney,Medium Peak Pressure
2022_dulwich_hill,2022,dulwich_hill,Dulwich Hill Station,900,200,310,210,410,700,150,380,1770,1490,3260,1100,520,1110,530,2210,280,0.6779141104294478,-33.91094279,151.14072187,Northern Sydney,Medium Peak Pressure
2022_dundas,2022,dundas,Dundas Station,0,0,0,0,0,0,0,0,60,60,120,0,0,0,0,0,0,0.0,,,Unmatched / Unknown,Low Peak Pressure
2022_east_hills,2022,east_hills,East Hills Station,320,60,120,90,90,250,50,90,580,490,1070,380,210,340,140,720,90,0.6728971962616822,-33.9618174,150.98472867,Western Sydney,Medium Peak Pressure
2022_east_richmond,2022,east_richmond,East Richmond Station,0,0,0,0,0,0,0,0,140,160,300,0,0,0,0,0,-20,0.0,-33.60172876,150.75891556,Western Sydney,Low Peak Pressure
2022_eastwood,2022,eastwood,Eastwood Station,1840,700,1310,1160,1200,2110,500,940,4850,4910,9760,2540,2470,3310,1440,5850,-60,0.5993852459016393,-33.79030086,151.08229721,Southern Sydney,Medium Peak Pressure
2022_edgecliff,2022,edgecliff,Edgecliff Station,2240,2130,1330,1210,2380,2170,590,830,6540,6340,12880,4370,2540,4550,1420,8920,200,0.6925465838509317,-33.87937104,151.23625289,Eastern Sydney,Medium Peak Pressure
2022_edmondson_park,2022,edmondson_park,Edmondson Park Station,1420,120,270,240,330,1410,310,580,2330,2350,4680,1540,510,1740,890,3280,-20,0.7008547008547008,-33.96932346,150.85880158,Western Sydney,High Peak Pressure
2022_emu_plains,2022,emu_plains,Emu Plains Station,450,90,90,80,140,430,80,110,760,710,1470,540,170,570,190,1110,50,0.7551020408163265,-33.74572534,150.67142718,Western Sydney,High Peak Pressure
2022_engadine,2022,engadine,Engadine Station,520,140,150,170,160,420,90,110,920,840,1760,660,320,580,200,1240,80,0.7045454545454546,-34.06770196,151.01486023,Western Sydney,High Peak Pressure
2022_epping,2022,epping,Epping Station,4650,1260,1800,1320,2150,4650,690,1920,9290,9150,18440,5910,3120,6800,2610,12710,140,0.6892624728850325,-33.77283671,151.08208231,Southern Sydney,Medium Peak Pressure
2022_erskineville,2022,erskineville,Erskineville Station,1040,220,310,220,450,780,190,450,1990,1670,3660,1260,530,1230,640,2490,320,0.680327868852459,-33.90018265,151.1854959,Northern Sydney,Medium Peak Pressure
2022_fairfield,2022,fairfield,Fairfield Station,1670,740,1190,1110,1190,1690,560,890,4610,4430,9040,2410,2300,2880,1450,5290,180,0.5851769911504425,-33.87224505,150.95725354,Western Sydney,Medium Peak Pressure
2022_fairy_meadow,2022,fairy_meadow,Fairy Meadow Station,0,0,0,0,0,0,0,0,60,60,120,0,0,0,0,0,0,0.0,-34.39521697,150.89644618,Western Sydney,Low Peak Pressure
2022_fassifern,2022,fassifern,Fassifern Station,0,0,0,0,0,0,0,0,270,210,480,0,0,0,0,0,60,0.0,-32.98563743,151.58094353,Eastern Sydney,Low Peak Pressure
2022_faulconbridge,2022,faulconbridge,Faulconbridge Station,0,0,0,0,0,0,0,0,60,60,120,0,0,0,0,0,0,0.0,-33.6965933,150.53493365,Western Sydney,Low Peak Pressure
2022_flemington,2022,flemington,Flemington Station,1310,490,790,420,780,1130,340,850,3220,2890,6110,1800,1210,1910,1190,3710,330,0.6072013093289689,-33.86491214,151.07017841,Northern Sydney,Medium Peak Pressure
2022_glenbrook,2022,glenbrook,Glenbrook Station,0,0,0,0,0,0,0,0,320,270,590,0,0,0,0,0,50,0.0,-33.76911515,150.62104944,Western Sydney,Low Peak Pressure
2022_glenfield,2022,glenfield,Glenfield Station,2120,850,950,510,970,1940,480,800,4520,4100,8620,2970,1460,2910,1280,5880,420,0.6821345707656613,-33.97220759,150.89306653,Western Sydney,Medium Peak Pressure
2022_gordon,2022,gordon,Gordon Station,2470,890,870,650,1350,2230,280,990,4970,4760,9730,3360,1520,3580,1270,6940,210,0.7132579650565262,-33.75591148,151.15444755,Southern Sydney,High Peak Pressure
2022_gosford,2022,gosford,Gosford Station,1430,800,740,500,860,1350,420,560,3450,3210,6660,2230,1240,2210,980,4440,240,0.6666666666666666,-33.42348495,151.3417336,Eastern Sydney,Medium Peak Pressure
2022_granville,2022,granville,Granville Station,1690,740,1190,830,1250,1800,840,1310,4970,4680,9650,2430,2020,3050,2150,5480,290,0.5678756476683938,-33.83275764,151.01186867,Western Sydney,Medium Peak Pressure
2022_green_square,2022,green_square,Green Square Station,2660,2650,1550,1340,3320,2640,860,1620,8390,8250,16640,5310,2890,5960,2480,11270,140,0.6772836538461539,-33.90607818,151.20257663,Northern Sydney,Medium Peak Pressure
2022_guildford,2022,guildford,Guildford Station,960,180,490,350,390,950,310,440,2150,1920,4070,1140,840,1340,750,2480,230,0.6093366093366094,-33.85443792,150.98439283,Western Sydney,Medium Peak Pressure
2022_gymea,2022,gymea,Gymea Station,840,180,260,220,270,720,120,230,1490,1350,2840,1020,480,990,350,2010,140,0.7077464788732394,-34.0348695,151.08526089,Northern Sydney,High Peak Pressure
2022_hamilton,2022,hamilton,Hamilton Station,120,130,160,130,130,120,60,50,470,430,900,250,290,250,110,500,40,0.5555555555555556,-32.91846324,151.748498,Eastern Sydney,Medium Peak Pressure
2022_harris_park,2022,harris_park,Harris Park Station,540,200,370,300,460,680,380,520,1750,1700,3450,740,670,1140,900,1880,50,0.5449275362318841,-33.82335268,151.00765002,Western Sydney,Medium Peak Pressure
2022_hawkesbury_river,2022,hawkesbury_river,Hawkesbury River Station,0,0,0,0,0,0,0,0,180,180,360,0,0,0,0,0,0,0.0,-33.54684344,151.22657548,Southern Sydney,Low Peak Pressure
2022_hazelbrook,2022,hazelbrook,Hazelbrook Station,0,0,0,0,0,0,0,0,220,190,410,0,0,0,0,0,30,0.0,-33.72368467,150.45415753,Western Sydney,Low Peak Pressure
2022_heathcote,2022,heathcote,Heathcote Station,210,50,80,70,40,190,40,50,370,360,730,260,150,230,90,490,10,0.6712328767123288,-34.08791879,151.00833242,Western Sydney,Medium Peak Pressure
2022_helensburgh,2022,helensburgh,Helensburgh Station,0,0,0,0,0,0,0,0,330,280,610,0,0,0,0,0,50,0.0,-34.17705075,150.99425973,Western Sydney,Low Peak Pressure
2022_hills_showground,2022,hills_showground,Hills Showground Station,1260,190,350,260,430,1150,100,440,2140,2040,4180,1450,610,1580,540,3030,100,0.7248803827751196,-33.72791245,150.98702465,Western Sydney,High Peak Pressure
2022_holsworthy,2022,holsworthy,Holsworthy Station,1420,180,290,230,380,1300,230,490,2320,2200,4520,1600,520,1680,720,3280,120,0.7256637168141593,-33.96319517,150.95658976,Western Sydney,High Peak Pressure
2022_homebush,2022,homebush,Homebush Station,990,230,470,330,500,890,250,600,2210,2050,4260,1220,800,1390,850,2610,160,0.6126760563380281,-33.86668795,151.08619478,Northern Sydney,Medium Peak Pressure
2022_hornsby,2022,hornsby,Hornsby Station,3570,1980,1920,1750,2640,3920,750,1390,8880,9040,17920,5550,3670,6560,2140,12110,-160,0.67578125,-33.70347479,151.09835973,Southern Sydney,Medium Peak Pressure
2022_hurlstone_park,2022,hurlstone_park,Hurlstone Park Station,510,50,170,110,150,430,60,230,890,820,1710,560,280,580,290,1140,70,0.6666666666666666,-33.91020179,151.13248381,Northern Sydney,Medium Peak Pressure
2022_hurstville,2022,hurstville,Hurstville Station,5530,1760,3480,3120,3680,6550,1640,3140,14330,14570,28900,7290,6600,10230,4780,17520,-240,0.6062283737024221,-33.96744133,151.10269428,Northern Sydney,Medium Peak Pressure
2022_ingleburn,2022,ingleburn,Ingleburn Station,1060,460,450,370,550,1090,300,470,2360,2390,4750,1520,820,1640,770,3160,-30,0.6652631578947369,-33.99748219,150.86457694,Western Sydney,Medium Peak Pressure
2022_international,2022,international,International Station,620,960,870,950,570,510,340,280,2400,2700,5100,1580,1820,1080,620,2660,-300,0.5215686274509804,,,Unmatched / Unknown,Medium Peak Pressure
2022_jannali,2022,jannali,Jannali Station,1130,160,280,240,280,980,120,320,1810,1700,3510,1290,520,1260,440,2550,110,0.7264957264957265,-34.01610952,151.06464581,Northern Sydney,High Peak Pressure
2022_katoomba,2022,katoomba,Katoomba Station,150,100,220,270,210,140,60,80,640,590,1230,250,490,350,140,600,50,0.4878048780487805,-33.71203514,150.31166184,Western Sydney,Low Peak Pressure
2022_kellyville,2022,kellyville,Kellyville Station,1850,50,340,250,320,1660,170,660,2680,2620,5300,1900,590,1980,830,3880,60,0.7320754716981132,-33.71337441,150.93523145,Western Sydney,High Peak Pressure
2022_kiama,2022,kiama,Kiama Station,100,40,120,120,70,80,40,50,330,290,620,140,240,150,90,290,40,0.4677419354838709,-34.67266689,150.8544551,Western Sydney,Low Peak Pressure
2022_killara,2022,killara,Killara Station,740,130,300,210,270,640,70,310,1380,1290,2670,870,510,910,380,1780,90,0.6666666666666666,-33.76569908,151.16184659,Southern Sydney,Medium Peak Pressure
2022_kings_cross,2022,kings_cross,Kings Cross Station,2850,3530,2280,2040,3910,3450,1530,1950,10570,10970,21540,6380,4320,7360,3480,13740,-400,0.637883008356546,-33.87448343,151.2222282,Sydney CBD,Medium Peak Pressure
2022_kingsgrove,2022,kingsgrove,Kingsgrove Station,680,220,270,200,350,620,130,320,1430,1360,2790,900,470,970,450,1870,70,0.6702508960573477,-33.94048235,151.10081465,Northern Sydney,Medium Peak Pressure
2022_kingswood,2022,kingswood,Kingswood Station,670,350,290,260,420,590,230,270,1610,1470,3080,1020,550,1010,500,2030,140,0.6590909090909091,-33.75842011,150.72053259,Western Sydney,Medium Peak Pressure
2022_kirrawee,2022,kirrawee,Kirrawee Station,670,220,290,220,280,610,110,220,1350,1270,2620,890,510,890,330,1780,80,0.6793893129770993,-34.03497564,151.07121805,Northern Sydney,Medium Peak Pressure
2022_kogarah,2022,kogarah,Kogarah Station,2640,1800,2050,1410,2350,2560,930,1800,7970,7570,15540,4440,3460,4910,2730,9350,400,0.6016731016731016,-33.96254149,151.13248719,Northern Sydney,Medium Peak Pressure
2022_koolewong,2022,koolewong,Koolewong Station,0,0,0,0,0,0,0,0,70,40,110,0,0,0,0,0,30,0.0,-33.46639025,151.31850646,Eastern Sydney,Low Peak Pressure
2022_lakemba,2022,lakemba,Lakemba Station,1060,230,700,520,530,1160,380,620,2670,2530,5200,1290,1220,1690,1000,2980,140,0.573076923076923,-33.91996087,151.07631124,Northern Sydney,Medium Peak Pressure
2022_lapstone,2022,lapstone,Lapstone Station,0,0,0,0,0,0,0,0,60,50,110,0,0,0,0,0,10,0.0,-33.77345788,150.64280498,Western Sydney,Low Peak Pressure
2022_lawson,2022,lawson,Lawson Station,0,0,0,0,0,0,0,0,80,90,170,0,0,0,0,0,-10,0.0,-33.7191006,150.42980295,Western Sydney,Low Peak Pressure
2022_leightonfield,2022,leightonfield,Leightonfield Station,0,0,0,0,0,0,0,0,180,150,330,0,0,0,0,0,30,0.0,-33.88148108,150.98489517,Western Sydney,Low Peak Pressure
2022_leppington,2022,leppington,Leppington Station,1430,120,200,190,310,1410,330,490,2270,2210,4480,1550,390,1720,820,3270,60,0.7299107142857143,-33.95445703,150.80817012,Western Sydney,High Peak Pressure
2022_leumeah,2022,leumeah,Leumeah Station,950,120,280,200,220,970,300,370,1750,1660,3410,1070,480,1190,670,2260,90,0.6627565982404692,-34.05067661,150.83060671,Western Sydney,Medium Peak Pressure
2022_leura,2022,leura,Leura Station,0,0,0,0,0,0,0,0,260,210,470,0,0,0,0,0,50,0.0,-33.71207455,150.33095833,Western Sydney,Low Peak Pressure
2022_lewisham,2022,lewisham,Lewisham Station,1130,320,340,220,520,990,150,450,2140,1980,4120,1450,560,1510,600,2960,160,0.7184466019417476,-33.89341703,151.14770641,Northern Sydney,High Peak Pressure
2022_lidcombe,2022,lidcombe,Lidcombe Station,3360,1210,1950,1530,2220,3530,1360,2380,8890,8650,17540,4570,3480,5750,3740,10320,240,0.5883694412770809,-33.86375583,151.04512981,Western Sydney,Medium Peak Pressure
2022_lindfield,2022,lindfield,Lindfield Station,1430,370,570,480,620,1280,160,550,2780,2680,5460,1800,1050,1900,710,3700,100,0.6776556776556777,-33.77552136,151.16927068,Southern Sydney,Medium Peak Pressure
2022_lisarow,2022,lisarow,Lisarow Station,0,0,0,0,0,0,0,0,100,90,190,0,0,0,0,0,10,0.0,-33.38209529,151.37017048,Eastern Sydney,Low Peak Pressure
2022_lithgow,2022,lithgow,Lithgow Station,0,0,0,0,0,0,0,0,160,140,300,0,0,0,0,0,20,0.0,-33.48066213,150.156808,Western Sydney,Low Peak Pressure
2022_liverpool,2022,liverpool,Liverpool Station,1700,1910,1620,1450,2180,1980,790,830,6290,6170,12460,3610,3070,4160,1620,7770,120,0.6235955056179775,-33.92492704,150.92732848,Western Sydney,Medium Peak Pressure
2022_loftus,2022,loftus,Loftus Station,0,0,0,0,0,0,0,0,290,260,550,0,0,0,0,0,30,0.0,-34.04522117,151.05131573,Northern Sydney,Low Peak Pressure
2022_macarthur,2022,macarthur,Macarthur Station,700,340,450,450,530,890,280,300,1960,1980,3940,1040,900,1420,580,2460,-20,0.6243654822335025,-34.07199134,150.79716422,Western Sydney,Medium Peak Pressure
2022_macdonaldtown,2022,macdonaldtown,Macdonaldtown Station,360,180,170,100,260,330,90,220,880,830,1710,540,270,590,310,1130,50,0.6608187134502924,-33.89695934,151.18569469,Sydney CBD,Medium Peak Pressure
2022_macquarie_fields,2022,macquarie_fields,Macquarie Fields Station,340,40,110,80,180,330,90,160,720,610,1330,380,190,510,250,890,110,0.6691729323308271,-33.98483038,150.87887723,Western Sydney,Medium Peak Pressure
2022_macquarie_park,2022,macquarie_park,Macquarie Park Station,390,1800,380,330,1810,490,240,200,2820,2820,5640,2190,710,2300,440,4490,0,0.7960992907801419,-33.78507995,151.12837418,Southern Sydney,High Peak Pressure
2022_macquarie_university,2022,macquarie_university,Macquarie University Station,1420,2300,1860,2180,3290,2300,930,900,7500,7680,15180,3720,4040,5590,1830,9310,-180,0.6133069828722003,-33.77728198,151.11826703,Southern Sydney,Medium Peak Pressure
2022_maitland,2022,maitland,Maitland Station,0,0,0,0,0,0,0,0,270,250,520,0,0,0,0,0,20,0.0,-32.73800633,151.55209853,Eastern Sydney,Low Peak Pressure
2022_marayong,2022,marayong,Marayong Station,330,120,140,120,190,320,70,110,730,670,1400,450,260,510,180,960,60,0.6857142857142857,-33.74609965,150.90017109,Western Sydney,Medium Peak Pressure
2022_marrickville,2022,marrickville,Marrickville Station,1400,420,630,560,790,1350,330,740,3150,3070,6220,1820,1190,2140,1070,3960,80,0.6366559485530546,-33.9138684,151.15335646,Northern Sydney,Medium Peak Pressure
2022_martin_place,2022,martin_place,Martin Place Station,460,10470,1860,2280,8330,1780,2160,600,12810,15130,27940,10930,4140,10110,2760,21040,-2320,0.753042233357194,-33.86764769,151.21058267,Sydney CBD,High Peak Pressure
2022_mascot,2022,mascot,Mascot Station,3070,3310,2220,1610,4180,3400,1330,2550,10800,10870,21670,6380,3830,7580,3880,13960,-70,0.6442085832948777,-33.92317637,151.1873354,Northern Sydney,Medium Peak Pressure
2022_meadowbank,2022,meadowbank,Meadowbank Station,1830,480,700,420,730,1490,230,770,3490,3160,6650,2310,1120,2220,1000,4530,330,0.681203007518797,-33.81579356,151.09010555,Southern Sydney,Medium Peak Pressure
2022_merrylands,2022,merrylands,Merrylands Station,1490,470,870,830,870,1590,630,810,3860,3700,7560,1960,1700,2460,1440,4420,160,0.5846560846560847,-33.83668568,150.99248668,Western Sydney,Medium Peak Pressure
2022_metford,2022,metford,Metford Station,0,0,0,0,0,0,0,0,50,50,100,0,0,0,0,0,0,0.0,-32.765202,151.61823769,Eastern Sydney,Low Peak Pressure
2022_milsons_point,2022,milsons_point,Milsons Point Station,1420,1750,1100,1040,2090,2070,1090,1200,5700,6060,11760,3170,2140,4160,2290,7330,-360,0.6232993197278912,-33.8459361,151.21183697,Sydney CBD,Medium Peak Pressure
2022_minnamurra,2022,minnamurra,Minnamurra Station,0,0,0,0,0,0,0,0,80,50,130,0,0,0,0,0,30,0.0,-34.62633152,150.85282021,Western Sydney,Low Peak Pressure
2022_minto,2022,minto,Minto Station,1160,240,370,260,410,1130,330,520,2270,2150,4420,1400,630,1540,850,2940,120,0.665158371040724,-34.02744354,150.84249432,Western Sydney,Medium Peak Pressure
2022_miranda,2022,miranda,Miranda Station,800,710,770,800,940,1000,280,290,2790,2800,5590,1510,1570,1940,570,3450,-10,0.6171735241502684,-34.03625439,151.10209197,Northern Sydney,Medium Peak Pressure
2022_mittagong,2022,mittagong,Mittagong Station,0,0,0,0,0,0,0,0,110,100,210,0,0,0,0,0,10,0.0,-34.45254929,150.44834624,Western Sydney,Low Peak Pressure
2022_morisset,2022,morisset,Morisset Station,240,40,110,80,70,210,80,70,500,400,900,280,190,280,150,560,100,0.6222222222222222,-33.10896063,151.48814873,Eastern Sydney,Medium Peak Pressure
2022_mortdale,2022,mortdale,Mortdale Station,1380,150,460,340,370,1120,190,540,2400,2150,4550,1530,800,1490,730,3020,250,0.6637362637362637,-33.9710471,151.08100076,Northern Sydney,Medium Peak Pressure
